1 	 -8.0 	 0.0 	 12.0
2 	 -4.5 	 0.0 	 6.0
3 	 0.0 	 0.0 	 0.0
4 	 4.5 	 0.0 	 6.0
5 	 8.0 	 0.0 	 12.0
6 	 -8.0 	 3.0 	 12.0
7 	 -4.5 	 3.0 	 6.0
8 	 0.0 	 3.0 	 0.0
9 	 4.5 	 3.0 	 6.0
10 	 8.0 	 3.0 	 12.0
11 	 -8.0 	 6.0 	 12.0
12 	 -4.5 	 6.0 	 6.0
13 	 0.0 	 6.0 	 0.0
14 	 4.5 	 6.0 	 6.0
15 	 8.0 	 6.0 	 12.0
16 	 -8.0 	 9.0 	 12.0
17 	 -4.5 	 9.0 	 6.0
18 	 0.0 	 9.0 	 0.0
19 	 4.5 	 9.0 	 6.0
20 	 8.0 	 9.0 	 12.0
21 	 -8.0 	 12.0 	 12.0
22 	 -4.5 	 12.0 	 6.0
23 	 0.0 	 12.0 	 0.0
24 	 4.5 	 12.0 	 6.0
25 	 8.0 	 12.0 	 12.0
26 	 -8.0 	 15.0 	 12.0
27 	 -4.5 	 15.0 	 6.0
28 	 0.0 	 15.0 	 0.0
29 	 4.5 	 15.0 	 6.0
30 	 8.0 	 15.0 	 12.0
31 	 -8.0 	 18.0 	 12.0
32 	 -4.5 	 18.0 	 6.0
33 	 0.0 	 18.0 	 0.0
34 	 4.5 	 18.0 	 6.0
35 	 8.0 	 18.0 	 12.0
36 	 -8.0 	 21.0 	 12.0
37 	 -4.5 	 21.0 	 6.0
38 	 0.0 	 21.0 	 0.0
39 	 4.5 	 21.0 	 6.0
40 	 8.0 	 21.0 	 12.0
